url,title,price,rating,reviews,superhost,guest_favorite,city
https://www.airbnb.com/rooms/1624699444954979358?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&photo_id=2547067252&source_impression_id=p3_1783396347_P3gH0qqVUgChTwnZ&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Catalonia Park Putxet Hotel,35611.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1629047931445965933?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&photo_id=2554393183&source_impression_id=p3_1783396347_P319j_UF107iY5M0&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Hotel Ronda Lesseps,40292.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/30760852?search_mode=regular_search&adults=1&check_in=2026-08-11&check_out=2026-08-16&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P3-2Z5KIhVFtGkM8&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Spacious & Trendy Apartment near Sagrada Familia,85832.0,4.87,20192019.0,True,True,Barcelona
https://www.airbnb.com/rooms/846093318788581404?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783396346_P33bkonsEcw5svIQ&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,"Cozy apartments Plaza España, 3 bedrooms",94798.0,4.73,27832783.0,True,True,Barcelona
https://www.airbnb.com/rooms/1644127533941365878?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&photo_id=2572409276&source_impression_id=p3_1783396347_P36RO4Lk5z16lEyd&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Sercotel Sant Boi,,,,True,False,Barcelona
https://www.airbnb.com/rooms/1103565769428992702?search_mode=regular_search&adults=1&check_in=2026-08-30&check_out=2026-09-04&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P3vI2k4Z8LA61XrD&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,12mal1146 - Fantastic Apartment,65817.0,5.0,77.0,True,True,Barcelona
https://www.airbnb.com/rooms/1110775765657684157?search_mode=regular_search&adults=1&check_in=2026-07-29&check_out=2026-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1783396346_P3crHKxb9zg0gdN5&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,2 Bedrooms Apartment,56030.0,4.9,12411241.0,True,True,Barcelona
https://www.airbnb.com/rooms/1096200855408382157?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&photo_id=2511546119&source_impression_id=p3_1783396347_P3WcNxa-txYsAEgx&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,easyHotel Barcelona Fira,43468.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/602079694719233811?search_mode=regular_search&adults=1&check_in=2026-09-03&check_out=2026-09-08&children=0&infants=0&pets=0&source_impression_id=p3_1783396346_P33xqBW4NUlz0uiB&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,A room one step away from everything,20052.0,4.89,1919.0,True,True,Barcelona
https://www.airbnb.com/rooms/47043666?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P3iT-YVKGpzEso73&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Exterior double room in Hotel Praktik Bakery,,,,True,False,Barcelona
